Date,Price
2019-09-27,413.31
2019-09-28,413.31
2019-09-29,413.31
2019-09-30,409.91
2019-10-01,409.86
2019-10-02,409.86
2019-10-03,401.96
2019-10-04,400.51
2019-10-05,400.51
2019-10-06,400.51
2019-10-07,395.64
2019-10-08,395.64
2019-10-09,398.61
2019-10-10,398.34
2019-10-11,404.78
2019-10-12,404.78
2019-10-13,404.78
2019-10-14,410.12
2019-10-15,412.37
2019-10-16,407.49
2019-10-17,407.92
2019-10-18,418.44
2019-10-19,418.44
2019-10-20,418.44
2019-10-21,418.44
2019-10-22,423.79
2019-10-23,399.7
2019-10-24,399.21
2019-10-25,399.82
2019-10-26,399.82
2019-10-27,400.41
2019-10-28,400.41
2019-10-29,399.82
2019-10-30,400.49
2019-10-31,396.41
2019-11-01,391.58
2019-11-02,391.58
2019-11-03,391.58
2019-11-04,392.49
2019-11-05,389.48
2019-11-06,391.96
2019-11-07,390.19
2019-11-08,388.97
2019-11-09,388.97
2019-11-10,388.97
2019-11-11,387.65
2019-11-12,387.65
2019-11-13,378.84
2019-11-14,370.13
2019-11-15,368.1
2019-11-16,368.1
2019-11-17,368.1
2019-11-18,366.06
2019-11-19,364.11
2019-11-20,370.77
2019-11-21,372.17
2019-11-22,372.89
2019-11-23,372.89
2019-11-24,372.89
2019-11-25,376.07
2019-11-26,372.59
2019-11-27,371.98
2019-11-28,373.03
2019-11-29,379.84
2019-11-30,379.84
2019-12-01,379.84
2019-12-02,378.59
2019-12-03,366.85
2019-12-04,366.72
2019-12-05,369.05
2019-12-06,366.92
2019-12-07,366.92
2019-12-08,366.92
2019-12-09,373.14
2019-12-10,371.41
2019-12-11,368.5
2019-12-12,373.49
2019-12-13,377.13
2019-12-14,377.13
2019-12-15,377.13
2019-12-16,370.06
2019-12-17,370.57
2019-12-18,372.88
2019-12-19,370.87
2019-12-20,374.72
2019-12-21,374.72
2019-12-22,374.72
2019-12-23,369.92
2019-12-24,368.88
2019-12-25,368.88
2019-12-26,366.52
2019-12-27,365.19
2019-12-28,365.19
2019-12-29,365.19
2019-12-30,366.81
2019-12-31,366.52
2020-01-01,375.71
2020-01-02,381.66
2020-01-03,382.01
2020-01-04,382.01
2020-01-05,382.01
2020-01-06,381.73
2020-01-07,385.49
2020-01-08,383.67
2020-01-09,391.3
2020-01-10,392.41
2020-01-11,392.41
2020-01-12,392.41
2020-01-13,391.24
2020-01-14,389.54
2020-01-15,388.83
2020-01-16,392.07
2020-01-17,389.03
2020-01-18,389.03
2020-01-19,389.03
2020-01-20,382.18
2020-01-21,378.66
2020-01-22,382.9
2020-01-23,384.4
2020-01-24,384.18
2020-01-25,384.18
2020-01-26,384.18
2020-01-27,382.77
2020-01-28,375.37
2020-01-29,383.81
2020-01-30,379.78
2020-01-31,371.94
2020-02-01,365.61
2020-02-02,365.61
2020-02-03,364.92
2020-02-04,372.34
2020-02-05,365.67
2020-02-06,370.77
2020-02-07,369.9
2020-02-08,369.9
2020-02-09,369.9
2020-02-10,368.86
2020-02-11,374.67
2020-02-12,375.02
2020-02-13,369.0
2020-02-14,368.82
2020-02-15,368.82
2020-02-16,368.82
2020-02-17,361.85
2020-02-18,362.66
2020-02-19,370.42
2020-02-20,372.28
2020-02-21,372.28
2020-02-22,372.28
